"Source descriptor","Target descriptor","Source_state","Target_state","Score_agreed","Conf_agreed","Panel_reasoning"
"Fossil_Price_Pressure","Land_Use_Conflict","High","High","2","4","High fossil price pressure increases demand for land for renewables and infrastructure, supporting high land-use conflict and hindering low conflict; low pressure does the opposite; medium pressure has intermediate effects; confidences 2–4."
"Fossil_Price_Pressure","Land_Use_Conflict","High","Medium","1","3","High fossil price pressure increases demand for land for renewables and infrastructure, supporting high land-use conflict and hindering low conflict; low pressure does the opposite; medium pressure has intermediate effects; confidences 2–4."
"Fossil_Price_Pressure","Land_Use_Conflict","High","Low","-2","4","High fossil price pressure increases demand for land for renewables and infrastructure, supporting high land-use conflict and hindering low conflict; low pressure does the opposite; medium pressure has intermediate effects; confidences 2–4."
"Fossil_Price_Pressure","EU_Policy_Alignment","Low","Low","2","4","High fossil price pressure supports high EU policy alignment and hinders low alignment; low pressure supports low alignment and hinders high alignment; diagonal supported (1→1 +2, 2→2 +1, 3→3 +2), opposite corners negative (1→3 and 3→1 both −2); confidence 4 on corners and diagonal, 3 on off-diagonals; no ±3 or confidence 5 as EU alignment has multiple drivers beyond fossil prices."
"Fossil_Price_Pressure","EU_Policy_Alignment","Low","Medium","0","3","High fossil price pressure supports high EU policy alignment and hinders low alignment; low pressure supports low alignment and hinders high alignment; diagonal supported (1→1 +2, 2→2 +1, 3→3 +2), opposite corners negative (1→3 and 3→1 both −2); confidence 4 on corners and diagonal, 3 on off-diagonals; no ±3 or confidence 5 as EU alignment has multiple drivers beyond fossil prices."
"Fossil_Price_Pressure","EU_Policy_Alignment","Low","High","-2","4","High fossil price pressure supports high EU policy alignment and hinders low alignment; low pressure supports low alignment and hinders high alignment; diagonal supported (1→1 +2, 2→2 +1, 3→3 +2), opposite corners negative (1→3 and 3→1 both −2); confidence 4 on corners and diagonal, 3 on off-diagonals; no ±3 or confidence 5 as EU alignment has multiple drivers beyond fossil prices."
"Fossil_Price_Pressure","EU_Policy_Alignment","Medium","Low","-1","3","High fossil price pressure supports high EU policy alignment and hinders low alignment; low pressure supports low alignment and hinders high alignment; diagonal supported (1→1 +2, 2→2 +1, 3→3 +2), opposite corners negative (1→3 and 3→1 both −2); confidence 4 on corners and diagonal, 3 on off-diagonals; no ±3 or confidence 5 as EU alignment has multiple drivers beyond fossil prices."
"Fossil_Price_Pressure","EU_Policy_Alignment","Medium","Medium","1","3","High fossil price pressure supports high EU policy alignment and hinders low alignment; low pressure supports low alignment and hinders high alignment; diagonal supported (1→1 +2, 2→2 +1, 3→3 +2), opposite corners negative (1→3 and 3→1 both −2); confidence 4 on corners and diagonal, 3 on off-diagonals; no ±3 or confidence 5 as EU alignment has multiple drivers beyond fossil prices."
"Fossil_Price_Pressure","EU_Policy_Alignment","Medium","High","1","3","High fossil price pressure supports high EU policy alignment and hinders low alignment; low pressure supports low alignment and hinders high alignment; diagonal supported (1→1 +2, 2→2 +1, 3→3 +2), opposite corners negative (1→3 and 3→1 both −2); confidence 4 on corners and diagonal, 3 on off-diagonals; no ±3 or confidence 5 as EU alignment has multiple drivers beyond fossil prices."
"Fossil_Price_Pressure","EU_Policy_Alignment","High","Low","-2","4","High fossil price pressure supports high EU policy alignment and hinders low alignment; low pressure supports low alignment and hinders high alignment; diagonal supported (1→1 +2, 2→2 +1, 3→3 +2), opposite corners negative (1→3 and 3→1 both −2); confidence 4 on corners and diagonal, 3 on off-diagonals; no ±3 or confidence 5 as EU alignment has multiple drivers beyond fossil prices."
"Fossil_Price_Pressure","EU_Policy_Alignment","High","Medium","1","3","High fossil price pressure supports high EU policy alignment and hinders low alignment; low pressure supports low alignment and hinders high alignment; diagonal supported (1→1 +2, 2→2 +1, 3→3 +2), opposite corners negative (1→3 and 3→1 both −2); confidence 4 on corners and diagonal, 3 on off-diagonals; no ±3 or confidence 5 as EU alignment has multiple drivers beyond fossil prices."
"Fossil_Price_Pressure","EU_Policy_Alignment","High","High","2","4","High fossil price pressure supports high EU policy alignment and hinders low alignment; low pressure supports low alignment and hinders high alignment; diagonal supported (1→1 +2, 2→2 +1, 3→3 +2), opposite corners negative (1→3 and 3→1 both −2); confidence 4 on corners and diagonal, 3 on off-diagonals; no ±3 or confidence 5 as EU alignment has multiple drivers beyond fossil prices."
"Fossil_Price_Pressure","Energy_Security_Pressure","Low","Low","2","4","Fossil price pressure and energy security pressure move together: Low prices support Low and hinder High security pressure; High prices support High and hinder Low; diagonal cells +2/+1, opposite corners −2; off-diagonal −1 or +1; confidence 4 on corner cells, 3 elsewhere; evidence from price–security link (e.g. 2022) but other global drivers limit scores to ±2."
"Fossil_Price_Pressure","Energy_Security_Pressure","Low","Medium","-1","3","Fossil price pressure and energy security pressure move together: Low prices support Low and hinder High security pressure; High prices support High and hinder Low; diagonal cells +2/+1, opposite corners −2; off-diagonal −1 or +1; confidence 4 on corner cells, 3 elsewhere; evidence from price–security link (e.g. 2022) but other global drivers limit scores to ±2."
"Fossil_Price_Pressure","Energy_Security_Pressure","Low","High","-2","4","Fossil price pressure and energy security pressure move together: Low prices support Low and hinder High security pressure; High prices support High and hinder Low; diagonal cells +2/+1, opposite corners −2; off-diagonal −1 or +1; confidence 4 on corner cells, 3 elsewhere; evidence from price–security link (e.g. 2022) but other global drivers limit scores to ±2."
"Fossil_Price_Pressure","Energy_Security_Pressure","Medium","Low","-1","3","Fossil price pressure and energy security pressure move together: Low prices support Low and hinder High security pressure; High prices support High and hinder Low; diagonal cells +2/+1, opposite corners −2; off-diagonal −1 or +1; confidence 4 on corner cells, 3 elsewhere; evidence from price–security link (e.g. 2022) but other global drivers limit scores to ±2."
"Fossil_Price_Pressure","Energy_Security_Pressure","Medium","Medium","1","3","Fossil price pressure and energy security pressure move together: Low prices support Low and hinder High security pressure; High prices support High and hinder Low; diagonal cells +2/+1, opposite corners −2; off-diagonal −1 or +1; confidence 4 on corner cells, 3 elsewhere; evidence from price–security link (e.g. 2022) but other global drivers limit scores to ±2."
"Fossil_Price_Pressure","Energy_Security_Pressure","Medium","High","1","3","Fossil price pressure and energy security pressure move together: Low prices support Low and hinder High security pressure; High prices support High and hinder Low; diagonal cells +2/+1, opposite corners −2; off-diagonal −1 or +1; confidence 4 on corner cells, 3 elsewhere; evidence from price–security link (e.g. 2022) but other global drivers limit scores to ±2."
